,unique.plot,leaf.type,site,species,Site.Sample.Order,Field.Location,full.id,site.rep,OVT.Variety,variety.rep,OVT.Var.Entry,plot.rep,OVT.plot,Lat.N,Lon.W,plantHt,temp,humid,leaftemp.diff,soilmoist,NPQt,Phi2,PhiNO,PhiNPQ,PAR,Chla,leafthick,Yield,Test.Weight,Ear.Height,Soil.Type,Soil.Texture,CEC,HM_perc,pH,P.soil,K.soil,Ca.soil,Mg.soil,Mn.soil,Zn.soil,Cu.soil,Sample_Date,Elev,Precip_90day,LT_90day,HT_90day,MAP,MLT,MHT,LAI.ratio.type,LAI.mean,LAI.sd,LAI.reps,LAI.CV,Notes
99,183,flag,CCRS,SWCH,3,"longways up 40ft, shortways in 14ft",183-CCRS-SWCH-V_-P_,1,Performer,NA,NA,1,NA,35.66544,-78.51291,185.8,40.58,42,0.47,11.17,5.56,0.36,0.1,0.54,1314.69,53.23,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,9.533302951,1.699288766,2,17.82476414,; 
100,184,flag,CCRS,SWCH,4,"longways up 43ft, shortways in 53ft",184-CCRS-SWCH-V_-P_,1,Performer,NA,NA,2,NA,35.66538,-78.51287,199,41.33,40.51,0.14,9.47,4.59,0.44,0.11,0.45,1021.55,52.01,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,10.57626114,0.447416887,2,4.230388051,; 
101,185,flag,CCRS,SWCH,5,"longways up 68ft, shortways in 29ft",185-CCRS-SWCH-V_-P_,1,Performer,NA,NA,2,NA,35.66542,-78.51283,208,39.58,45.31,-0.5,8.55,5.07,0.44,0.11,0.45,980.55,48.69,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,8.583582846,1.756383713,2,20.46212805,; 
102,186,flag,CCRS,SWCH,6,"longways up 70ft, shortways in 9ft",186-CCRS-SWCH-V_-P_,1,Performer,NA,NA,2,NA,35.66547,-78.51286,219.5,40.03,42.94,-0.5,8.09,3.45,0.4,0.14,0.45,1102.12,43.94,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,10.77058425,2.640897689,2,24.51953979,; 
103,187,flag,CCRS,SWCH,7,"longways up 85ft, shortways in 24ft",187-CCRS-SWCH-V_-P_,1,Performer,NA,NA,3,NA,35.66542,-78.51278,193.3,40.85,41.99,-0.28,8.97,3.28,0.47,0.14,0.39,1072.88,54.22,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,8.599221151,4.356528775,2,50.66189947,; 
104,188,flag,CCRS,SWCH,8,"longways up 135ft, shortways in 22ft",188-CCRS-SWCH-V_-P_,1,Performer,NA,NA,3,NA,35.66548,-78.5126,197.8,40.44,42.59,1.16,11.49,3.54,0.48,0.12,0.39,853.63,42.47,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,9.805436766,2.742122513,2,27.96532759,; 
105,189,flag,CCRS,SWCH,9,"longways up 179ft, shortways in 26ft",189-CCRS-SWCH-V_-P_,1,Performer,NA,NA,3,NA,35.66549,-78.51246,182.3,40.4,40.16,-0.13,10.24,2.01,0.56,0.15,0.29,489.26,58.37,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,9.164527546,0.361322011,2,3.942614714,; 
107,190,flag,CCRS,SWCH,10,"longways up 184ft, shortways in 48ft",190-CCRS-SWCH-V_-P_,1,Performer,NA,NA,4,NA,35.66543,-78.51244,231.3,39.54,41.54,-1.48,10.12,2.99,0.5,0.14,0.35,615.4,51.2,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,8.396297826,1.387682131,2,16.52730953,; 
108,191,flag,CCRS,SWCH,11,"longways up 225ft, shortways in 36ft",191-CCRS-SWCH-V_-P_,1,Performer,NA,NA,4,NA,35.66549,-78.51232,214.5,39.18,41.57,-1.1,12.71,1.74,0.58,0.16,0.26,407.62,52.83,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,8.858490035,0.808351766,2,9.125164256,; 
109,192,flag,CCRS,SWCH,12,"longways up 231ft, shortways in 24ft",192-CCRS-SWCH-V_-P_,1,Performer,NA,NA,4,NA,35.66553,-78.51231,213.5,39.34,43.88,-0.83,11.36,4.69,0.44,0.11,0.45,925.77,54.29,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,10.57840881,1.203914498,2,11.38086568,; 
111,205,flag,OTRS,SWCH,8,"longways up 13ft, shortways in 6ft",205-OTRS-SWCH-V_-P_,3,Performer,NA,NA,1,NA,36.30132,-78.61225,176,36.98,51.34,-0.21,18.4,2.32,0.49,0.16,0.35,817.4,61.07,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,10.00636227,2.459125121,2,24.57561553,"Zero-Fert,Performer; "
112,206,flag,OTRS,SWCH,9,"longways up 13ft, shortways in 10ft",206-OTRS-SWCH-V_-P_,3,Performer,NA,NA,2,NA,36.30132,-78.61222,171,37.33,49.65,-0.45,15.68,4.4,0.38,0.12,0.5,1165.47,52.37,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,11.83111383,0.410966742,2,3.473609905,"Zero-Fert,Performer; "
113,207,flag,OTRS,SWCH,11,"longways up 13ft, shortways in 23ft",207-OTRS-SWCH-V_-P_,3,Kanlow,NA,NA,3,NA,36.30134,-78.61221,168.8,38.26,48.83,0.24,19.93,5.28,0.39,0.11,0.5,1239.6,56.09,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,8.862111778,0.506661248,2,5.717161565,"Zero-Fert, Kanlow; "
114,208,flag,OTRS,SWCH,1,"longways up 13ft, shortways in 30ft",208-OTRS-SWCH-V_-P_,3,Kanlow,NA,NA,4,NA,36.30135,-78.61219,178.3,38.74,48.05,0.18,17.01,5.63,0.35,0.1,0.55,1641.32,57.84,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,12.88651656,1.895726948,2,14.71093401,"Zero-Fert, Kanlow; "
115,209,flag,OTRS,SWCH,6,"longways up 50ft, shortways in 7ft",209-OTRS-SWCH-V_-P_,3,Performer,NA,NA,1,NA,36.30141,-78.6123,148.5,39.2,46.45,-0.12,16.27,6.29,0.34,0.09,0.57,1439.99,59.99,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,10.01815414,2.690406863,2,26.85531511,"Low-Fert, Performer; "
117,210,flag,OTRS,SWCH,2,"longways up 50ft, shortways in 12ft",210-OTRS-SWCH-V_-P_,3,Performer,NA,NA,2,NA,36.30141,-78.61229,157.5,39.67,44.36,-0.9,13.95,5.15,0.38,0.1,0.52,1471.17,66.28,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,10.27086029,1.340501004,2,13.05149682,"Low-Fert, Performer; "
118,211,flag,OTRS,SWCH,10,"longways up 50ft, shortways in 29ft",211-OTRS-SWCH-V_-P_,3,Kanlow,NA,NA,3,NA,36.30143,-78.61226,203.5,40.58,43.77,0.17,15.33,5.65,0.34,0.1,0.56,1596.24,62.81,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,10.62654883,0.38973352,2,3.667545566,"Low-Fert, Kanlow; "
119,212,flag,OTRS,SWCH,12,"longways up 50ft, shortways in 34ft",212-OTRS-SWCH-V_-P_,3,Kanlow,NA,NA,4,NA,36.30143,-78.61224,173.5,40.57,43.39,-0.3,13.27,5.59,0.38,0.1,0.52,1247.71,56.15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,9.320483626,0.195529579,2,2.097848001,"Low-Fert, Kanlow; "
120,213,flag,OTRS,SWCH,5,"longways up 86ft, shortways in 10ft",213-OTRS-SWCH-V_-P_,3,Performer,NA,NA,1,NA,36.30148,-78.61236,163.3,40.09,45.39,0,15.27,5.26,0.38,0.11,0.51,1201.79,54.67,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,9.788493334,0.238905199,2,2.440673865,"High-Fert, Performer; "
121,214,flag,OTRS,SWCH,7,"longways up 86ft, shortways in 15ft",214-OTRS-SWCH-V_-P_,3,Performer,NA,NA,2,NA,36.30148,-78.61234,169,40.55,47.51,0.65,16.37,5.71,0.37,0.1,0.54,1509.86,71.46,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,10.83484269,1.394292943,2,12.86860348,"High-Fert, Performer; "
122,215,flag,OTRS,SWCH,3,"longways up 86ft, shortways in 28ft",215-OTRS-SWCH-V_-P_,3,Kanlow,NA,NA,3,NA,36.3015,-78.61228,189.8,40.94,44.88,0.11,16.3,5.54,0.35,0.1,0.55,1720,64.74,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,7.686237001,1.379046778,2,17.94176758,"High-Fert, Kanlow; "
123,216,flag,OTRS,SWCH,4,"longways up 86ft, shortways in 33ft",216-OTRS-SWCH-V_-P_,3,Kanlow,NA,NA,4,NA,36.30151,-78.61229,207.8,40.45,43.86,-1.38,14.61,4.19,0.42,0.12,0.46,1203.85,64.72,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2019,147,386.44,9.7,36,1127.55,8.6,21.1,no external sensor,9.746878926,1.452260254,2,14.89974653,"High-Fert, Kanlow; "
124,217,flag,SHFA,SWCH,1,"longways up 31ft, shortways in 6ft",217-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,1,NA,35.37601,-81.6832,224.5,34.46,48.78,1.47,14.03,3.91,0.45,0.12,0.43,961.25,66.87,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,11.65819324,0.154041346,2,1.321314052,; 
125,218,flag,SHFA,SWCH,2,"longways up 31&up ft, shortways in 44ft",218-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,1,NA,35.37602,-81.68328,202.5,36.89,45.15,1.16,11.97,4.19,0.43,0.11,0.46,975.82,55.37,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,11.36844045,2.041306663,2,17.95590761,; 
126,219,flag,SHFA,SWCH,3,"longways up 31&down ft, shortways in 57ft",219-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,1,NA,35.37611,-81.68327,190.5,38.63,43.07,0.84,12.38,3.44,0.46,0.13,0.42,882.09,68.78,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,10.16699882,0.659925648,2,6.490859882,; 
128,220,flag,SHFA,SWCH,4,"longways up 127&up ft, shortways in 28ft",220-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,2,NA,35.37578,-81.68329,217.8,39.56,36.44,-0.12,13.11,4.95,0.41,0.11,0.48,994.04,60.4,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,16.30505649,0.23086738,2,1.415925055,; 
129,221,flag,SHFA,SWCH,5,"longways up 127ft, shortways in 42ft",221-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,2,NA,35.37584,-81.68335,197.8,39.74,33.88,-0.5,10.68,5.6,0.38,0.1,0.52,1320.69,62.91,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,11.42481204,2.074436686,2,18.15729378,; 
130,222,flag,SHFA,SWCH,6,"longways up 127&down ft, shortways in 46ft",222-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,2,NA,35.37582,-81.68338,199.3,40.1,32.18,-0.36,13.78,3.35,0.47,0.13,0.4,785.56,60.41,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,12.74573374,3.838572232,2,30.11652614,; 
131,223,flag,SHFA,SWCH,7,"longways up 217ft, shortways in 25ft",223-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,3,NA,35.37551,-81.6834,202.3,39.66,34.18,0.2,12.48,7.23,0.31,0.08,0.6,1617.14,55.29,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,11.79658571,0.123529349,2,1.047161878,; 
132,224,flag,SHFA,SWCH,8,"longways up 217&down ft, shortways in 37ft",224-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,3,NA,35.37551,-81.68341,207.8,40.92,33.09,0.27,12.01,6.32,0.34,0.09,0.57,1566.93,56.02,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,12.41635081,4.249508209,2,34.22509782,; 
133,225,flag,SHFA,SWCH,9,"longways up 217&up ft, shortways in 45ft",225-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,3,NA,35.37555,-81.68341,197.3,41.34,32.82,-0.2,12.74,6.19,0.34,0.09,0.56,1666.66,57.84,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,13.4725863,1.62142687,2,12.03500823,; 
134,226,flag,SHFA,SWCH,10,"longways up 319&up ft, shortways in 20ft",226-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,4,NA,35.37517,-81.68332,198.5,40.98,30.84,-0.97,12.93,6.76,0.34,0.09,0.57,1560.6,61.29,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,10.76508315,1.593445114,2,14.80197683,; 
135,227,flag,SHFA,SWCH,11,"longways up 319ft, shortways in 40ft",227-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,4,NA,35.37514,-81.68338,215.5,41.22,35.75,-0.41,11.82,6.09,0.34,0.1,0.56,1599.93,68.74,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,13.10105833,0.190151691,2,1.451422366,; 
136,228,flag,SHFA,SWCH,12,"longways up 319&down ft, shortways in 53ft",228-SHFA-SWCH-V_-P_,4,Kanlow_BoMaster,NA,NA,4,NA,35.37513,-81.68346,202,41.92,31.97,0.45,12.58,5.79,0.35,0.1,0.55,1474.21,62.54,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/2019,300,386.69,6.7,35,1245.48,8.4,21.7,no external sensor,12.23856188,1.496585754,2,12.22844456,; 
137,229,flag,WBFL,SWCH,1,"right12.5m, up7.5m",229-WBFL-SWCH-V_-P_,5,Performer,NA,NA,3,NA,34.76707,-78.10129,190,39.28,53,0.12,15.53,3.02,0.5,0.13,0.37,833.02,63.78,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,6.514209726,0.401527663,2,6.163873738,"Rep3, 60-fert, O; "
139,230,flag,WBFL,SWCH,2,"right22.5m, up7.5m",230-WBFL-SWCH-V_-P_,5,Performer,NA,NA,3,NA,34.76713,-78.10121,191.8,39.77,52,-0.18,13.35,5.14,0.4,0.1,0.5,1183.73,54.54,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,7.175907216,0.806188677,2,11.2346586,"Rep3, 0-fert, O; "
140,231,flag,WBFL,SWCH,3,"right2.5m, up22.5m",231-WBFL-SWCH-V_-P_,5,Performer,NA,NA,3,NA,34.76714,-78.10149,168.8,40.04,47.99,-0.22,13.64,4.66,0.44,0.11,0.46,1128.14,48.55,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,7.208936342,0.306759363,2,4.255265244,"Rep3, 0-fert, O/C; "
141,232,flag,WBFL,SWCH,4,"right12.5m, up22.5m",232-WBFL-SWCH-V_-P_,5,Performer,NA,NA,3,NA,34.76719,-78.1014,185.5,39.77,49.19,0.12,11.91,3.93,0.4,0.12,0.48,1109.1,59.57,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,7.311191104,2.132131306,2,29.16257113,"Rep3, 60-fert, O/C; "
142,233,flag,WBFL,SWCH,5,"right2.5m, up2.5m",233-WBFL-SWCH-V_-P_,5,Performer,NA,NA,1,NA,34.76688,-78.10211,167.8,39.99,47.28,-0.6,13.26,6.62,0.37,0.08,0.55,1512.76,54.65,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,8.088079481,0.623701631,2,7.711368723,"Rep1, 60-fert, O/C; "
143,234,flag,WBFL,SWCH,6,"right17.5m, up2.5m",234-WBFL-SWCH-V_-P_,5,Performer,NA,NA,1,NA,34.76693,-78.102,183.5,39.91,46.21,0.12,12.71,5.76,0.41,0.09,0.5,1172.89,56.73,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,7.946583566,0.18955697,2,2.385389502,"Rep1, 0-fert, O/C; "
144,235,flag,WBFL,SWCH,7,"right12.5m, up22.5m",235-WBFL-SWCH-V_-P_,5,Performer,NA,NA,1,NA,34.76707,-78.10218,172.8,39.72,47.29,0.4,14.18,2.28,0.54,0.14,0.32,379.44,56.63,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,7.342050563,0.440771621,2,6.003385798,"Rep1, 0-fert, O; "
145,236,flag,WBFL,SWCH,8,"right17.5m, up22.5m",236-WBFL-SWCH-V_-P_,5,Performer,NA,NA,1,NA,34.76708,-78.10214,177,39.32,50.01,0.27,14.42,5.55,0.35,0.1,0.55,1662.09,53.68,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,9.048284065,1.198393717,2,13.24443075,"Rep1, 60-fert, O; "
146,237,flag,WBFL,SWCH,9,"right2.5m, up7.5m",237-WBFL-SWCH-V_-P_,5,Performer,NA,NA,2,NA,34.76733,-78.10208,210.3,39.33,48.58,0.03,11,2.61,0.51,0.15,0.34,705.44,52.02,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,11.07226391,1.724929462,2,15.57883262,"Rep2, 60-fert, O; "
147,238,flag,WBFL,SWCH,10,"right22.5m, up7.5m",238-WBFL-SWCH-V_-P_,5,Performer,NA,NA,2,NA,34.7674,-78.10193,190.3,39.12,49.75,0.12,13.44,4.63,0.43,0.1,0.47,1192.87,58.82,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,7.998134471,0.421112433,2,5.265133195,"Rep2, 0-fert, O; "
148,239,flag,WBFL,SWCH,11,"right7.5m, up22.5m",239-WBFL-SWCH-V_-P_,5,Performer,NA,NA,2,NA,34.76744,-78.10214,171.3,39.91,47.36,0.32,13.04,4.89,0.42,0.11,0.48,1252.74,49.4,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,8.227224361,0.248626385,2,3.021995921,"Rep2, 0-fert, O/C; "
150,240,flag,WBFL,SWCH,12,"right22.5m, up22.5m",240-WBFL-SWCH-V_-P_,5,Performer,NA,NA,2,NA,34.76753,-78.10199,160.3,40.2,43.54,-0.45,16.7,4.93,0.37,0.11,0.52,1640.8,60.09,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2019,19,243.35,10.5,37.4,1300.15,9.9,23.3,no external sensor,6.419844476,3.057509294,2,47.6259091,"Rep2, 60-fert, O/C; "
52,13,flag,LENVT,WHT,1,"right6, up2",13-LENVT-WHT-V3-P1,2,NC14-22588,3,15,1,115,35.37901,-77.56084,67,39.28,32.17,-4.01,8.6,1.38,0.3,0.31,0.39,833,39.56,NA,74.21650405,59.5,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,4.133592615,0.476001249,4,11.51543688,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
63,14,flag,LENVT,WHT,2,"right8, up2",14-LENVT-WHT-V2-P1,2,NC11363-25,2,13,1,113,35.37696,-77.56086,65,38.78,34.08,-3.03,8.53,1.25,0.38,0.28,0.34,712.53,47.61,NA,79.12040324,61,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,5.083825774,0.489820002,4,9.634869958,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
74,15,flag,LENVT,WHT,3,"right9, up2",15-LENVT-WHT-V1-P1,2,Hilliard,1,12,1,112,35.37695,-77.56087,66,39.91,31.31,-2.9,7.68,1.72,0.44,0.21,0.35,591.24,44.1,NA,75.78949845,59.3,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,4.390829377,0.653218201,4,14.87687507,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
82,16,flag,LENVT,WHT,4,"right2, up5",16-LENVT-WHT-V1-P2,2,Hilliard,1,12,2,202,35.377,-77.56052,69.5,39.32,31.71,-3.08,8.58,1.76,0.35,0.24,0.4,811.56,45.1,NA,81.33684347,59.3,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,3.938116466,0.219431546,4,5.571992289,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
84,17,flag,LENVT,WHT,5,"right10, up7",17-LENVT-WHT-V2-P2,2,NC11363-25,2,13,2,230,35.37682,-77.56038,65.3,38.82,33.24,-3.65,8.63,1.81,0.3,0.3,0.4,852.6,46.99,NA,75.50050849,61.1,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,4.657674331,0.507389905,4,10.89363209,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
95,18,flag,LENVT,WHT,6,"right8, up8",18-LENVT-WHT-V3-P2,2,NC14-22588,3,15,2,233,35.37682,-77.56028,67.3,38.82,33.9,-2.59,8.88,1.75,0.33,0.29,0.39,777.28,45.71,NA,77.64825988,59.7,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,4.644726877,0.179035498,4,3.854596888,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
106,19,flag,LENVT,WHT,7,"right2, up10",19-LENVT-WHT-V2-P3,2,NC11363-25,2,13,3,319,35.37686,-77.56005,63.8,38.07,34.44,-2.41,7.93,1.01,0.34,0.33,0.33,687.79,38.78,NA,86.89392444,61.1,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,4.438687955,0.190038911,4,4.281420828,"only 3 flag leaves in culture bag, 1x must have fallen out; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location"
